video_id,comments
NzSyQcJ9NeE,"['Hello Sir, I went to the previous version of Notebook, where I found the pdq passed in was order=(14,0,0) for arima model and performed perfectly fine. Can you please explain why we kept d = 0(even after performing 2 scales), which created great results with seasonal data.', 'Could you please make a video about stacking PROPHET and SARIMA models to predict (in Python)', ""You don't know how to teach, just running around yourself and problems that you are solving I think is not for the viewers, it is for you only"", 'Cool', 'Excellent!! Thanks a lot 🙏', '35:00 DF test', ""Thank you Krish.. can you please create a playlist on time series like you said in the end? Please do create I'm waiting 😂"", 'sir end to end till deployment time series can you please make one session on that?', ""Sir , I think the Arima is giving you the prediction In differenced form .You need to make the prediction back to non-stationary by cumulative addition (which is the reverse of differencing) . But in the case of sarima when it gives prediction it automatically makes the cumulative addition backend so you don't have to manually do the cumulative addition .Hope this helps ."", 'Sir ,will there be further live sessions on advanced time series?']"
ECBHH0J2N1A,"['Hi Sir, you are doing great.\nI have a request, I faced a challenge to make predictions using univariate time series data but the sadness is my data have a white-noise process,\n please assist me on how to handle the situation', '🙏🙏🙏', ""How come the window size is set to 5 but the addition is for first 6 entries doesn't makes sense? @Krish naik"", 'Kindly upload the jupyter file for this video.', 'Krish.........I dont find the day 2 timeseries jupyter notebook file in the github please upload it............', 'Hello sir . Nice video ..but AR or MA that you explained is just high level discussion. Like how you gonna find phi matrix and most importantly how do we know past error say e_t-1  , e_t-2 . In  MA everything on left side of equation is unkown. Can you make in depth discussion  about innovation algorithm or durbin lavison algorithms , log-liklihood, yule walker equations etc...  If you can show us how to  implement MA or AR from scrath  without using inbuilt arima method...then it would be much more helpful. I wanted to know what is going on behind the scene.', 'The file of day 2 has not been uploaded....plz do it asap.', ""Hi Krish.\n\n\nPlease do an example for the difference between  using LSTM for classification and  LSTM for regression. \n\nExplain the difference between using LSTM for the two. Especially for multivariate.\n\n\nYou  have always been my teacher. I learned machine learning and deep learning from you. No other bootcamp, I didn't do any computer science course in University. Just your YouTube videos.\n\nThank you so much."", 'Hello Sir, you are doing great for the community.\nI have a request, please explain each and every topic With why it is needed,what can be done and how can be done. \nThis way we can relate with realtime', 'jupyter notebook and notes of this lecture  is not available in github link and community section of ineuron']"
W-YCKMNTcqE,"['You are insane', 'Grt work...Thank u for the contribution', 'Indebted🙏', 'Great 🙏', 'Hi Krish or any one of the subscriber\ndf_msft.plot() not showing the graph as like you did only empty frame created with date as x lim and price in y lim\nPlease help me the plot function is not working for me since im using spyder ide is to so or i need tp work with jupyter note book', 'How to access all the lecture series of this EDA session?', '54:00 Rolling', 'Sir, pandas datareader is not working for google collab, what should be done?', ""Thank you so much! I love it! I's so helpful!"", 'If you can´t get the data whit datareader, you can use yfinance library, like this:\n\npip install yfinance\nimport yfinance\ndf_tesla = yfinance.download (tickers = ""TSLA"", start = ""2017-02-27"", \r\n                              end = ""2022-03-13"", interval = ""1D"", group_by = \'ticker\', auto_adjust = True, treads = True)']"
vhI0Nr1hHCY,"['I did not find Time Series with Deep Learning, can someone send me link?', 'Hi Krish sir,\nI am working as a data scientist, out of 5 projects of mine 4 are in time series, 1 in computer vision.', 'Thank you so much for your videos. Has the machine learning project with times videos been uploaded?', 'Hi Krish can you please say what is the brand or the model of the digital pad with stylus that u r using?', 'Deep Learning please!', 'Sir, how can i access the remaining videos?', ""Hi Krish.\n\n\nPlease do an example for the difference between  using LSTM for classification and  LSTM for regression. \n\nExplain the difference between using LSTM for the two. Especially for multivariate.\n\n\nYou  have always been my teacher. I learned machine learning and deep learning from you. No other bootcamp, I didn't do any computer science course in University. Just your YouTube videos.\n\nThank you so much."", 'Do you thinm u can talk about using transformers to create a predictive model for numbers like prices? I watched your transformer videos on NLP too!', ""Please bro i request that upload  on YouTube whole mathematics( teach Essential math of data science book of O'Reilly)  video in hindi language because so many guy do not know math that is why they can't learn Data science without math knowledge."", 'hello sir,\nyour contribution is great, it will be more helpful if you include univariate and multivariate methods.']"
tWAoinrCBk4,"['Sorry for the voice echo :(', 'Krish naik is diamond 🔥', 'Can i became data sciencist ?\nWithout english speaker with maths background? Could i go to certificate course  from iims?', 'Sir mein abhi MSc chemistry ke final year me hoon kya data science institution se sikh kar data analyst ban Sakta hoon \nSir please reply me', 'etna sab kuch ek individual kese btaega.', 'Good Afternoon Sir,I am a BSc. Graduate who want to pursue a career in data science.I am now pursuing a Btech. Degree.However,I am not finding it fruitful because there is no placement In our College..\n\nI really need your guidance..', 'Hitesh sir is very talented', 'Trimurti technocrats', 'Hritik Roshan of Data Science, Krish Naik 😀', 'Oh Hitesh Sir💥']"
EOs0azfufY4,"['Disclaimer: \nThis video is sponsored by Nvidia.', 'Yes, please make a video on your setup', 'Sir mein abhi MSc chemistry ke final year me hoon kya data science institution se sikh kar data analyst ban Sakta hoon \nSir please reply me', 'Krish, Hughes from brazil', 'hello sir Mai arts background se hu lekin muje Ai and machine learning bhot achhi tarah se samjraha hai lekin muje lagta hai ke course complete karne ke baad muje job mil sakega ya nhi...q ki iske liye m.sc/b,sc/m.tech/b.tech/bcs /mca degree jaruri hai .', 'HI Krish, Which Laptop are you using is it a Windows or Mac ?', 'Krish its a privilege to be able to learn from you.', 'Hey Krish, Please make a video on detailed GPU installation. \n\nHow to use it for Deep learning problem solving, like Object Detection... Would be great😊', 'Sir recently there was Compitition on kaggle by tensorflow on Save great barrier reef from thorn starfish . Please show us how we can do that', 'Nice Brother']"
ODFq7mcPRBg,"['very good explanation', 'Amazing explanation.. Thank you sunny', 'Great explanation.', 'Clear and concise explanation', 'Short and crisp difference. Wonderfully explained !!', 'Great,\nlink for this full playlist?', 'नमस्कार🙏']"
zeCFHEJqAR4,"['Hello guys during this session I faced a lot of errors during the installation.. It may work for you... After many requests I have made it public', 'Infact your tutorials is so great.', 'I learnt a lot and learnt handling the real time scenarios  thanks for keeping the video. <3', 'thanks for giving us demonstration of these automated libraries.....', ""Error while running the cell for summary Report creation\nTypeError: _plot_histogram() got an unexpected keyword argument 'explorative'\nAs I was using Colab so just  uninstall pandas-profiling \nand install pandas-profiling[notebook,html] this helped me \nSo while any one who has been facing this kind of error can use install this way"", 'Thank you so much Sir. We definitely learn new libraries. Thanks.', 'Thank you', 'Time series sir from scratch... It will help us...', 'This session did not work.. but we got to know about so many good libraries and most of them worked for me..so it will work for others as well.. Thank you for making it public..', 'Thank you for you efforts']"
qcR8YzMP1rM,"['Sir, I need a deep learning video about Salient detection or camouflaged detection', 'Sit when are you going start other batch of fsds???', 'Please do end to end azure for data engineering in pyspark', 'Sir we need Data Analyst Course in power Bi. Power bi is in Demand', '@Krish Naik  sir my guess: code with harry youtuber', 'Hello, Just wanted to know does the One Neuron also provides certification after completing the course?', 'Hethesh or Naveen  am i correct?', 'hurray.....', '@krish, please make  vedios on knime platform  .Thier are few vedios about the knime. Provide the intermediate level vedios', 'Please make a playlist for R, taught by You. There are no worthy playlists for R available on YouTube.']"
DtNrkIVsErM,"['Happy birthday to python programming', 'Happy Belated Birthday to our world changer programming language', 'I need to build a chatbot with UI like we get in banking site. Can you pls suggest how can we do? I learned NLP and designed basic chat bot before using lstm.', 'Scared of your name python but You are a real champs! Happy birthday', 'Happy birthday, many many congratulations.... And many many happy return of the day....', 'Dzsse e', 'Happy Birthday PPL', 'Happy birthday python 🎊', 'Great sir u r first one..who start this', 'Today I took tech neuron subscription, seeing great journey ahead 🤩🤩']"
v5dqavbyE-I,"['Sir \nUr teaching us super \nI person of 70+ hv no background in computer but know statistics understanding yr ML lectures\nSir ur all vedios, ar very clear. Cincepts are well explained. \nUr are doing very good services to the society by way of spreading knowledge\nI hv no words to express ur thanks\nBeing elder I wish you and ur family and above all ur parents who brought u to this level. \nWith best wishes and love\nMay God bless you and ur family\nBhopunder singh kambo\nNew Delhi', 'The dataset has duplicate index like e. g. two 53, 74... Meny', 'U r an awesome instructor and a mentor. Your videos are super lucid and fun doing in real-time but here is one shortcoming I noticed while you used label encoding while handling the categorical data Airline..., A explanation is what I expected because being an ordinal data treating it like nominal categorical data for helping the machine to model it was an incomplete one.\nEdit - Alas! I should have watched the whole video before commenting but keeping this comment as we really got the insight into what is wrong and what the approach to the problem should be instead.\nThank you, Krish <3\n\nDo take it as a feedback, I am your fan too  👌😁', 'Date_of_Journey column can be split  into  date,month and year in one shot code :\n\ndf=pd.DataFrame(df_train_data_merge[""Date_of_Journey""].str.split(\'/\',2).tolist(),columns=[\'Date\', \'Month\',\'Year\'])', ""Sir, this was a wonderful session,  especially when you admitted that you don't know everything. It really boosts the confidence of amateurs like myself"", ""To convert the Duration into minutes = final_df['Duration'].str.replace('h', '*60').str.replace('m','*1').str.replace(' ','+').apply(eval)"", 'hi, can anyone please give solution to this ""invalid literal for int() with base 10: \'10 22 Mar\'"", i am able get answer for \'invalid literal for int() with base 10: \'123\' or \'invalid literal for int() with base 10: \'abc\' but not for \'invalid literal for int() with base 10: \'number alphabets\'\'. Thanks in advance.', 'How to access all the lecture series of this  session?', 'Nice explanation 👌', 'We can also use Regular Expression like this for the same task .\nfinaldf[\'Day\'] = finaldf[\'Date_of_Journey\'].str[0:2].replace( ""/"", """",regex = True)\r.']"
cGez1q4iOFU,"[""sir you grate sir at time 32.39 min  you have drop  'City_Category' and data set contain  nan value present there   [df['City_Category'].unique()]\noutput :-    array(['B', 'C', 'A', nan], dtype=object) here nan value will not give any error yes na sir"", 'Getting this error while executing last code can you please tell why\n\nExpected 2D array, got scalar array instead:\r\narray=nan.\r\nReshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample.', '""(X_train, X_test, y_train, y_test = train_test_split...     X, y, test_size=0.33, random_state=42)""for the lazy ones like me who were looking in comments for split code part', 'User Id is not a primary key here to be unique. You can find who are all regular customers here. Some of these products are bought by the same customer and there are many infos that you can derive from that. Removing User Ids is relevant only in the cases where UserID is unique for every row.', ""data[~data['Purchase'].isnull()]\ndata[data['Purchase'].isnull()!= True]\ndata[data['Purchase'].isnull()== False]"", 'Please Help !!!!!\nwhen I am importing test.csv it shows \n\n\'utf-8\' codec can\'t decode byte 0x8f in position 10: invalid start byte\r\n\nwhat should I use in parameter \nencoding ="" ????? ""', 'why we cant just use 1,2,3 for city_category like we did on age category ? anyone ?TIA', 'Love the way you explain it! great EDA session', 'This content is really engaging.... Thanks for this video', 'amazing!!']"
F-X82zhIfBo,"['Day1: EDA And Feature Engineering\n-------------------------------------------------------------------------------------------\nIntroduction:\n-------------------------------------------------------------------------------------------\nLibraries: 5:45\nFiles: 7:29\nReading .csv file: 8:13 9:20 10:00\nencoding: 10:17\n\nBasic EDA:\n-------------------------------------------------------------------------------------------\ndf.columns: 10:48\ndf.info(): 12:13\ndf.describe(): 14:11 14:24(only numerical features)\n\nA Few Common Practices: 16:30\n\nMissing Values: (3 methods)\n-------------------------------------------------------------------------------------------\ndf.isnull().sum(): 17:20\nList comprehension method: 20:00\nsns.heatmap(): 21:52\n-------------------------------------------------------------------------------------------\nMerging DataFrames: 25:15, 26:15 27:20 28:59(code)\n\nCheck datatypes: 30:24\nfinal_df.Country.value_counts(): 32:13\nindex property: 33:10 33:27\nvalues property: 34:15\npie chart: 35:00 36:15 37:22(autopct) 39:39(observations1)\n\n.groupby():\n-------------------------------------------------------------------------------------------\n.groupby(): 41:59\n.groupby().size: 42:25\n.groupby().size.reset_index(): 43:53\n.groupby().size.reset_index().rename(): 44:40 45:30\nobservations2: 48:30 52:00\n\nPlots:\n-------------------------------------------------------------------------------------------\nsns.barplot(): 53:25 56:00\nmatplotlib.rcParams[]: 54:18\nhue attribute: 58:15\npalette attribute: 59:10\nobservations3: 1:02:06\nsns.countplot(): 1:04:30\n\nExercises:\n-------------------------------------------------------------------------------------------\nExercise 1: 1:09:23 1:09:58\nobservations4: 1:11:45\nExercise 2: 1:14:40 1:15:35(solution)\nExercise 3: 1:17:17 1:19:10(solution)\nobservations5: 1:21:18\nExercise 3: 1:22:10 1:24:00 (solution)\n-------------------------------------------------------------------------------------------', ""I cannot open this CSV to read in pandas can you please help me to read it. \nI'm getting a permission error"", 'How do we select max no of ratings is between 2.5 to 3.4?', 'we can use \nimport matplotlib.pyplot as plt\nplt.figure(figsize=(10,4)) for figure size in visualization', 'Wonderful Content', 'cuisine_names=final_df.Cuisines.value_counts()\r\ncuisine_names[:10] # Assignment', 'Very helpful..', '*Assignment Solution*\nfinal_df.Cuisines.values_counts().head(10)', 'top 10 cuisines ----""zomato.Cuisines.value_counts().sort_values(ascending=False).head(10)""', 'Prefect explanation! the visualization, the sub-setting , everything, the queries and the observations! GREAT thanks so much... (i just sttruggle a little bit about when to use groupby)']"
bTN-6VPe8c0,"['Timing 7pm ISt', 'sir please also teach us advance data science techniques (so companies can hire us without considering us noobs)', 'I just discovered this mine of GOLD! so excited, will  be a GREAT TRIP!', ""Hello sir,actually  I am giving apptitude but in that they give me excel to solve using data analytics  but how to solve I don't know .So can you help me??"", 'Krish I loved your videos great source of knowledge.It is my request  if you make videos on data validation as well.', 'I need to build a chatbot with UI like we get in banking site. Can you pls suggest how can we do? I learned NLP and designed basic chat bot before using lstm.', 'Krish also please do a live session on collecting dataset data scraping or data wrangling using API. @krish Naik', 'Hello Sir! Please make videos on Django. The Django Playlist started earlier has been left incomplete. Request you to please complete it.', 'I love the energy you put into these..', 'Sir pls teach excel that is used in data analytics/science pls ... That would be great.']"
sHAesX11GD0,"['Please start on Deep learning ASAP', 'Please provide main topics like sql, python, powerbi , tableau upto advance level on one neuron. \nAll these tools are upto intermediate level only no advance level content \nEven the interview questions videos on sql job preparation are also upto intermediate level \nAdvance level topics are not covered.\nPlease complete these tools first.\nLater you can start other tools. \nPrice is low but content is also low.\nRather than Providing 100 tools you just providing 10 tools with complete indepth it will be benefit the students so much\n\nYou are experts in data science and analytics fields no doubt  in that but we need these main tools taught in depth upto advance level.\n\nThank you .', '7 days of deep learning and 7 days of time series when will be hold? Please if it is applicable to make full notebooks on ANN CNN and RNN also.', 'Hey Krish can you share with us your blue notebook notes (PDF)', 'It was really  helpful.... thanks for the live sessions .', 'Thank you so much for helping us students and learners out there!', 'Sir, Eagerly waiting⏳', 'love u', 'ML projects!!!', 'So excited. 😃 Saw whole ML Algorithm and busted almost all doubts. 🙂']"
Xlk1LoRPiQo,"['Just focus on what you are doing instead of thinking about a lot of other things', ""If we think we can do these much things then we must do those things. It's not everything but these are things which our minds conceived and we can do those.... My understanding."", 'There is always something you can do!', 'You are the rock🤘', 'It means a lot', 'It means that instead of thinking about not able to do everything ..whatever you can do ,do it  completely with determination and dedication ..', 'Do everything of your capacity', 'Agar tum sab kuch nahi kar sakte to tumhe jitna aata hai usey karo', 'Do what you are good at instead of focusing on other things. Everyone is good at something . Find your thing and start working on it...!!', 'I was involved in a PGDM Course with Upgrad. I put an effort at start of the course but seemed that I loved playing video game all day. I dropped the course and that\'s what I do now. This is to your "" Do everything you can"". Where do I end up? 😀']"
dIV-YrKR1Os,"['Love 💕 it', 'made my day. Thanks :)', 'True', 'sirrr🏆', 'Rocket boys dialogue by apj Abdul kalam', 'True', ""Yeah Sir... You said well... It's relates to me closely"", 'hominem unius libri\xa0timeo', 'I can relate to it', 'Why none,  Jack of all trade, Master of One']"
Suq74qfwmaA,"['Please I will like to know if the new RX AMD GPU supports deep learning eg: Asus Zephyrus G14 2022', 'Is RTX 3050 GOOD FOR DATA science and ML DL 🤔🤔🤔🤔🤔🤔🤔🤔', 'How are the new MacBooks for DS?', 'are mac products good or only windows products are better', 'Can I buy macbook pro m1 pro for machine learning Deep learning? Can I invest my own money on macbook pro m1 pro?', 'Does refresh rate of 60hz works or 120hz for Data Science?', 'Dear Krish,\nFor Linux Users, which Laptop is best. \nRequesting you to post a video, regarding Linux specific Laptops.\n\nThankyou', ""Query: Cloud GPU services like GCP are awesome for DL, but getting a machine with great i/o, battery, screen and keyboard becomes a tough question. Apple's offering (MBP 13 M1 2020 with 16 GB RAM) checks all the requirements, however one cannot run linux on it. Intel's 12th gen offerings are a bit scattered (battery life and performance counter each other). I request you to please guide me."", 'Hi krish please make a in detail video on workstation configurations that is needed for best performance machines for deeplearning and datascience.', 'i have almost 12year old laptop with 4gb ram and intel i5 processor with intel HD graphics should i  join  FSDS course of ineuron  ?????']"
KTdItTJVvFQ,"['Sir please continue this interview questions series. Much helpful', 'Next vdo ?', 'select salary from employee e1\nwhere 7-1=\n(select count(salary)\nfrom employee e2 where e2.salary>e1.salary);', 'sir please continue the interview series we need more such questions', 'Nice video... Need more complicated queries...', 'Please make more videos for SQL interview series.', 'Very helpful', 'How to get 12th SQL video?????', ""@Krish The headphone model you mentioned is different from the one you're using..."", 'Thank you sir .keep uploading these kinds of videos. Sir can you also make interview questions for python as well ?']"
vnCvZc3dy1A,"['Dear Krish,  this is a good initiative.  Really looking forward.  Just a suggestion.  Most of the kids will be having their school exams in March and the vacation starting by end of March or so.  You may want to time it accordingly.', 'Really good and great  opportunities created for the Future generation sir.....', 'ML course is of 17000, will that be included for free if we buy the ineuoron for 7080??', 'Instead of creating multiple course, and new students, focus on data science course and existing students.', 'I personally feel kids should not be engaged with these type of courses . We dont know  even they will be interested in coding when they will be grown up. it will be like we are deciding what field you will go in future . very much like child marriage . just my thoughts.', ""@Krish Naik  I'm an existing student of ineuron there is no detailed or in depth knowledge in 80 percent of the courses which is there they just have big naming courses but inside that same old googled content,taken from  from blogs very basic knowledge on topics which is easily available if u google the topic out .. we dont need many courses just wanted few courses which is expected to be detailed , which is not the cases here ...i have raised multiple requests on topics in courses which are not fullfilled  and no update on that still now.. u cant even track your requests please refund my money if possible ."", ""Hi Krish. I'm an existing student of ineuron and I completed multiple live class courses. They are very good. But one neuron courses are not that detailed and not that engaging also. Just a feedback."", 'Man leave the kids alone , let them enjoy their childhood. There are enough adults to purchase your   course.', 'You are the inspiration sir🙌', 'Hi Krish! You r doing a good job. Keep going👍']"
QGsy07tQ270,"['Hello Krish, can you please let us know the winners for course-a-thon? The video last time you shared is now made to private?', 'Sir i want to a full video for garbage classification project\nCan u plz help me', 'ARE YOU GUYS GOING TO ADD SECURITY LABS WITH ONE NEURON/TECH NEURON?', 'Please add #react #js course also @Krish', 'Hello Krish I am Hardik Bhavsar as a student in UK I tried to enroll in life time membership at Rs 7080/- but it is not showing if i click to your given link on discription so please can you help me how can I enrolled for life time membership I want to be a part of it as it is important for my career\nPlease help me waiting for your reply', 'When is the deadline for getting the course at ₹7080', 'Great opportunity. Please add a project management course. If possible', 'what is the time zone(7-10pm)?', 'Hi Krish, will internship opportunity provided in 7080😅', 'Sir, Rulaogey kya?!']"
nEYdSiKygCI,"['Trust me , Krish is going to heaven in Business Class 🙌', 'Thanks a lot!', 'Sir will there be more sql videos coming up?', 'Thank you very much 💕', 'Done', 'Please do video about etl pipe line', 'Can one do auto increment to next row value in one column without using auto increment and criteria is only joins can be used ?', 'Thanku sir', 'hey Krish, \nis it possible to do this in DBeaver without actually installing the MYSQL workbench?\nthank you in advance', 'Sir i have error table employee already exists']"
dq0TDb_y2QM,"['wow', 'Thankyou sir for the very much informative session.', 'set speed 1.5x, Happy Learning👍', 'Thanks Krish. Can you make a video on how you use scrible ink software along with the setup.', 'Thank you krish', 'hii krish sir , I have finished your statistics course recently Now I am following this seven days ml playlist, can you provide the materials of all 7 days because on website I am not able to see the material so can you ping pdf in comment section of all seven days or you can generated drive link too.it would be very helpful', ""Similarity weight formula doesn't look right..it should be (sum of all residual)^2.  First bracket should be before summation sign in numerator.."", 'Is the 7 day live session knowledge in ML enough for me, to move on to deep learning or do I have to learn more topics. And if I can learn DL, is there any place which covers all topics so that i dont need to search and in what order should I do.', 'Awesome sessions. Thank you.....', ""7 days session Supermacy Krish sir. These are the best things on your channel, meaning in these live sessions we get whole review of the things and get to learn new things, which we hadn't during the first time we learnt elsewhere.""]"
BLkBXPN7IXU,"[""Hello guys, \nPlease don't get confused.\nFor Training data :-\nGood accuracy --> low bias\nBad accuracy --> high bias\nFor Testing data:-\nGood accuracy --> low variance\nBad accuracy --> high variance"", 'your explanation is wrong at 3:14. A model performing well on training dataset will have high training accuracy, low error/Bias. Bias is the measurement of error. Model fit (Y_hat) against the existing training dataset (x). The delta between (y_hat) and training points is the Bias.', 'Krish i think you mentioned wrongly in case of bias at 3.20min.... when model is performing well on training data it means error is low  and this is low bias case but you said when model is performing well on training data its high bias\n\nhigh bias means high training error', ""Dear Krish Garu, if I'm getting 98% train and 82% test accuracy for cnn model..is this model is okay or not..what are the changes required.."", '3:14 I think you said it opposite.', 'thanks kirsh for this video model 1(example for over fitting) and model 2(example for under fitting) finally model 3 is perfect model to use.', '3:14 low bias ......not high bias.....bias and varience is just a error respect to training dataset and test (Validation) data set.....when model perform well, it means low error.', 'Low bias/low variance  :When model is performing well on both train and test \n\nHigh bias :When model is neither performing good at training/test \n\nHigh variance :Performing well on train but not on test', 'Sir please continue mySQL series also', '3:14 it should be low bias when model is performing well']"
461Opp1TShk,"['Sir pls make a video ON pea', '@KRISHNAIK SIR, KINDLY PROVIDE THE DBSCAN VIDEO LINK', 'This video is incredible, and very well explained . But if we have more than one feature in our dataset, should we make the feature selection first and then perform the elbow test?', 'at 1:11:31 , I guess its wrong if the model captures the good relationship(between dependent and independent variable) in data then it has low bias not high bias. Low bias means that model output the formula is flexible (low bias) to capture the relationship , high bias means that the accuracy is low and model is unable to capture the actual data points .. please verify guys', ""ek number session ... in easy terms ... BIAS is the inability of ML algorithm to capture the 100 percent or exact relationship. To understand bias one must think why do we need a ML in first place. In mathematics or physics we have absolute relationship or formula between dependent and independent variables like s=ut+1/2 at2 (std 7 Physics) or SI = P*R*T  so for computing cases like we have absolute formula we don't need any ML algo. ML try to do the same i.e. estimate a formula, let say I want to calculate the purchasing power (P) so I train a model with different variables like income,age, family income and m model fetches a formula  P = wo+ b1*income+b2*age + b3* family income..... So this formula is not absolute or universal as its derived by a specific ML algo for specific data but let say by miracle we derive a formula that exactly calculates the purchasing power with 100 percent accuracy so for that model bias is 0 as the model accurately captures the relationship..... Variance ---- Talking about variance, in short way the difference in fits between data set is called variance , imagine we used that same miracle formula in test data and data fits 100 percent as in we get 100 percent accuracy(for different test set) then we can say that the variance is 0 which means the ML formula is perfect or let say when use the same miracle formula in test set we get 50% accuracy which means the bias was low but variance is high as formula didnt work well with unseen (test) data... SO in an imaginary world if bias is 0 and variance is also 0 then my friend you have discovered a formula not an estimation .... In a practical world we aim for a model with low bias and low variance..... Subscribe Krish Channel if this helped"", '1.75 speed is he best way to watch and lot of information covered in less time', 'I didnt find the githuub link sir', 'Mil gya bhai ml padhna ka channel ekdum maja aagya sir', 'In k means clustering, is there an assumption in numbers of observations and variables? Would having variables greater than observation affect the results of clustering and make it less accurate?', 'Hello sir. Do you, by any chance, know about the assumptions of k means cluster analysis in the case of large variance?']"
QrwZYOAmkwk,"['Thanks sir 😊', 'Thank you', 'Thank you sir', 'Thank you', 'Thanks Bro.', 'Love you Bhai', 'the requests in one neuron is not fullfilled!!', ""man this guy is just a god! because he doesn't just teach data science he teaches you how to live life as a data science guy! as a human being! an overall conditioner, son of God! God bless you KRISH!"", 'https://youtu.be/JT45rC0Yvxo', 'Thank you so much sir']"
hpT7dYsghjM,"['Actual session starts @11:30', 'Sir please make video on yolo algorithm', 'I would like to join, but the payment link is not working for me as I own only RuPay card and it is not supporting', 'Fabulous explanation sir!! Thank you very much!! My all doubts are cleared.', 'super sir', '""Everybody clear till hear""', 'Good Session', 'so helpful god bless you sir', 'Krist your detail explanation of these techniques is making machine learning', 'Kudos Krish 🙏']"
dGNJ-feQLC4,"['Sir have taught from the prespective of binary classification i guess', 'Some more clarity on how the splits are being made for the decision tree regression would help, if you can make a separate video on that', 'no audio for this video????', ""From the practical implementation you didn't show how to infuse entropy or gini impurity."", 'Great Session', 'Can anyone answer my question in Decision Tree  regression there we will calc the MSE value (y^-y) here what is the Y value and what is the Y^ value if we consider F1 as my root node', 'excellent  proffesor !!', 'ignore spammers like missing value thing. spammers are like less than 0.5% drop them and ignore them while ur live session chats 🙏 If u dnt care they will not post anything later ! Thanks bro for ur live sessions. We wanted u to continue it.', ""It's not theoretical \nIt's mathematical\nAnd i love MatheMatics"", 'well explained']"
TelJFE7bx0Q,"['Great learning', 'really you taught to see the algorithms in a new way..after this lesson I can say whatever problem you give I can solve them using pen & paper also...thanks a lot for this..', '❤️❤️', 'Best teacher in the world', ""Those who have doubt on negative mean square, here's the answer:\n# neg_mean_squared_error is simple -1 * mean_squared_error. This is because a convention in the Scikit-learn api that all the scorers follow.\r\n# All scorer objects follow the convention that higher return values are better than lower return values."", 'krish bhaiya I really dont like when you give bhav to these nuisance kinda people.. I m loving these lessons ... Dont focus on these idiots... these lessons are so interesting... I th just want keep on learning and keep going', 'I think there was some misunderstanding at 01:46:00', 'Ignore the negativity Krish Bro, please dnt react to those ppl.', 'thank you so much for this content sir', 'It was a good session.']"
vaQxdBEcBzU,"['Linear Ridge, Lasso And Logistic Regression:\n-------------------------------------------------------------------------\nPart I: \n-------------------------------------------------------------------------\nAgenda for the day: 1:47\nPrevious session recap: 6:03\nCost function: 6:25 7:47\nRegression example: 7:20\nTraining data: 8:25 9:02\nOverfitting: 9:13 10:30\nLow bias and high variance: 11:45 19:17\nUnderfitting: 12:05\nHigh bias and high variance: 13:45 19:30\nOverfittting and underfitting scenarios: 18:20\nRidge and Lasso Regression situation: 22:00 22:30 \nRidge Example: 25:38 29:50\nHyper parameters: 30:00 \nLasso Regression: 32:44 36:00 (uses)\nFeature selection: 35:20 \nCross validation: 37:00\nQuick summary: 37:33 38:37 (ridge) 39:40 (lasso) 40:16 (purpose of lasso)\nAssumptions of Linear Regression: 46:30\n-------------------------------------------------------------------------\nPart II: \n-------------------------------------------------------------------------\nLogistic Regression: 47:35 48:10 50:00(scenario)\nWhy not Linear Regression? : 53:15 57:28\nSquash: 59:00\nSigmoid function: 59:39 1:01:51\nAssumptions: 1:02:44\nCost function: 1:09:38 1:15:00 1:16:15 1:19:20\nConvex and Non-convex  function: 1:10:45\nLogistic regression algorithm: 1:22:00\nConfusion Matrix: 1:29:50\nAccuracy: 1:31:39\nImbalance dataset: 1:33:28\nPrecision and recall: 1:37:00 1:37:45 1:45:00\nF score: 1:46:43 1:47:46(F 0.5 score) 1:48:38(F 2 score)', 'High bias and low variance : For Underfitting : 14:26 min', 'Hi Krish, I am not able to get into community forum to get this pdf file which you have written during the course.\nAre the documents removed from community forum.', 'Super explanation of Ridge regression. Fundamentally its to prevent overfitting. Because cost is getting non zero. Algorithm tries to optimize the slope value. \n\nEk teer do nishan \n\nPrevent overfit and slope is optimized due to new line', 'Hi Krish, you have taught much better than Sudhansu.', 'sir, notes are not available in given link. it seems invalid link. Please provide it for practice.', 'many thanks sir many thanks', 'Great', 'Where are these notes', 'If we square the less significant coefficients then it would be much better as the square value would reduce it further then according to this particular scenario ridge is better right']"
4UJelID_ICw,"['7:15 AI vs ML vs DL vs DS\n17:00 Machine Learning\n17:49 Types of ML\n19:00 Supervised ML\n21:50 Regression intro (brief)\n24:04 Classification (brief)\n25:35 Unsupervised ML\n26:08 Clustering (brief)\n28:49 Dimentionality Reduction\n33:10 First Algo - Linear Regression', 'where these all notes are provided can anyone send that link..!', 'My guru🙏', 'too much of mathematics.. boring', 'Resource link for this sessions is not working got 404', 'Sir Please use y=mx+c in Linear Reg  wich is clear theta is full confusing', 'why you took sqare ???. we can take mod of that function so that it will give positive value???', 'Awesome , Thank you Krish!', 'Best lessons:::::love it', 'Sir thank you for this great job. Please sir i have a question? Are we to always assume theta one while finding the gradient descent curve? Thank you so much. I love the way you split everything for us. You are so much.']"
