video_id,comments
hsJidtpHHyo,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', ""Thanx for replying..but what will we can do if we are doing polarity detection of codemix data ie Hindi+English and I don't want to Google translator..like kl bhut fun day tha..how will I convert into vectoredform.pls reply"", ""Sir, I am from Bangladesh. I wanted to buy your Data analytics course but I don't have visa or mastercard and even PayPal is not available here. How can I buy the course please?"", 'Thank you sir 🙏🏻', 'If the feature is text like for sentiment polarity..what will be features?', 'Hi Sir, can we expect a job ready ML course in future on codebasic ?', 'Thank you sir 🙏🏻', 'Cool idea connecting features and neurons firing in the brain. Reminds me.. CalTech did a study to suggest we have a single neuron which fires (for example) to identify Halle Berry! They aptly named it the ""Hally Berry Neuron"".', 'Good Work \nThanks \nPlease guide me for bigners']"
FD9b73JXpYY,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'Got it! Thanks .', 'Not bad i agree to some big levels', '👏🏻👏🏻']"
G3uclekof0c,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'Thank you', 'Thank you for your leadership on this initiative', 'Helpful', '38', 'What are the maths require for computer vision researchers?']"
_3ahmI5vpKY,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'how can we gain insights from features with data type of string? For numerical features we simply plot them. What if there are strings, like how to know that how each feature is affecting our label.', 'Thanks for the series, are you going to complete this series?', 'Can u provide Mlops -Aiops roadmap... Sir..', 'Bro, can u make a complete series on javascript, from beginner to advance...ur tutorials are simple to understand and very helpful', 'Thanks a lot!', 'Sir as a beginner which language is better in ur point of view?']"
W8o6dq3kisM,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', ""Hello sir  i need to learn data science but I haven't kind of any degree   i have certificate of SLC . Should I learn data science and is it can be help in my future?   Please reply"", 'I m facing the same problem, and the reason is same. But I m still in doubt I should I write same for Tableau project']"
ttYc9I2YrFY,"['Start using deepnote for free:  https://deepnote.com/?utm_source=creator&utm_medium=video&utm_campaign=learn&utm_content=dhavals1', 'The interactive viz has nothing to do with deep note or jupyter, its simply the plotly package. You can do the exact same interactive plot in jupyter', 'Sir I have troubling in importing tensorflow in my Mac. While importing tensorflow  and running cell in jupyter notebook my kernel is automatically dead. please tell me about this. I am trying again and again but problem is note solved.', 'can i upload my jp notebook and convert to deepnote ?', 'The ability to share Jupyter notebooks would be an absolute game changer', 'sir Statics for data Science and machine learning me aur bhi vedioes bnaiye', 'Sir I am facing a problem Google collaboratory, this message is showing when I am Training the model  "" RAM is full, session is crashed"" what should I do?\nMany thanks in advance.', 'Sir now I am pursuing integrated mtech 5 years course specialization in data science now I completed 3rd can you please say how to and how much I need to prepare to get decent job as fresher in data science sector because there are vast number of topics I am very confused like upto how many concepts I need to cover as a fresher to get decent job in data science sector']"
LlD2hNyjjLg,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'Thank you for your leadership on this initiative. Do you have any tips for the interview phase?', 'Kindly how can I communicate with you?']"
imaOMwNcE7M,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'I Will agree with you', 'Please give me your python course playlist!!!', 'Hello sir,\nCan u explain customer segmentation using RFM model using jupyter notebook?', 'Great tip', 'Sir, please launch a course on how to clean a dirty data??', '💜', ""Isn't this called normalisation?""]"
3hY3YmwyU_s,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', ""In ribbon chart why we can't access Y-axis?"", ""That's really a good explanation"", 'Wow, so these complex looking charts are actually not that complex 🙌', ""Hi Sir,\n Can you do a video about Metaverse and it's impact on future things."", ""Awesome... Please upload char video like which chart must be use according to particular dataset. I'm very confused in this."", 'Sir please complete NLP playist🙏', 'Awesome', 'Thats really useful', 'One clarification: In ribbon chart: I\'ve hidden ""Other"" category in my power bi dashboard and that is the reason values in a verticle slice do not add up to 100.']"
yFNMgIUiXuM,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', ""Hi Dhaval, thanks for another gem in your catalogue. I am huge fan of your style of explaning the topics , courses and motive to teach. would love to talk some time if you have time. I tried last time over your phone call method but couldn't get through. Let me know."", ""Please make a video on devops and it's roadmap please"", 'sir plz come up with an entire data analytics course I have enrolled myself in power bi and python course of urs', 'Sir is it available only in English ?', 'How are the tutorials different than your free python playlist?', 'Is there anyway that I can get a coupon for this python course?', 'Sir you could include python intermediate and python advance as well in the course', 'Hello sir I wanted to know, my nephew who has just done 2nd pu in commerce, can he learn python and get the job,  or degree is must?', 'Mrs Charlotte is legit and her method works like magic I keep on earning every single week with her new strategy']"
nqnLhy0A-Es,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'Totally agreed', '❤.', ""That's my video sir.... Please upload power bi tutorials from scratch - advanced.  ( Free) 😛"", 'I think treemap visual would be even better than bar chart', 'What to learn power bi or Tableau? Suggestions pls', 'You are an awesome tech teacher', 'sir website is showing 500 internal server error', ""Hi sir, can you please share your view on Tableau developer jobs. I have started learning tabelau and looking for job in the same. But now I'm not getting interviw calls. Can you please tell us how is tableau developer job trend will be I coming days. Please sir!!!!!"", 'How to join your paid class']"
buQSI8NLOMw,"['This video is from our ""Get Job Ready: Power BI Data Analytics"" course. https://codebasics.io/courses/power-bi-data-analysis-with-end-to-end-project?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube  Try this course if you want to learn data analytics , there is no pre-requisite, anyone can learn.', 'Very relevant and pragmatic video', 'Hello Sir, MLE career is so profitable but at the same time so learning time-consuming, do you have any motivation words to get through :( ?', 'Thank you, got lots of insights sirs', ""I'm a BE Civil 2019 passout having 2 years of experience in construction field\nI want to change my career into data analyst\nCan you please suggest me some courses to do?\nI can pay for it, but their certificate should have some value"", 'Thanks to codebasics and Mr Hemanand, hope this helps me to get a job as a data scientist', ""Hi sir. I'm currently working on a company and they wanted to create power bi reports and dashboard and sell these reports to other companies as a product.these dashboard are in insurance sector.of you have any suggestions for that matter.like how we can branding our dashboards and reports as a product and sell them"", 'Sir ,how many years does it take to become a data scientist after class 12th...?', 'Career Transition resume for software developers?', ""As you mentioned that only write those academics name who are famous and belongs to the big universities do not mention the cheapest course but what if someone have the good knowledge as compare to those people who studied from big academic. I think resume is just a normal scenario of judging someone untill you won't observe those skills practicly.""]"
xaKOvuffxRw,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'i am civil engineer 2019 passout.... and right now i am working in civil field only from  years but now i am willing to shift to IT .....can u plz help me what should i do...where should i start what should i learn in which direction i should go .....that help me to get into IT easily', 'Hey Hi Dhaval I have been in the education field fir the last 9 years ... Fir the last 3 years has been working in edtech can you please let me know how power bi can be used in edtech industry ...', 'what a valuable live Q&A, thanks both of you.👍👍', 'sir,  I work well on the Power query. Do I need to learn the M language as well? I am preparing for data analyst job.', 'In codebasic powerbi course how to install or strat with power bi? Do we need to install or use the web application?', 'Sir please suggest me , To become a data scientist, first I have to become a data analyst or I can become direct data scientist.', 'Hi will the course work on a Mac M1', 'Ok', 'How can we show DA skills in the interview like we can show our coding skills in Git publicly ? Thank you!']"
2XUhKpH0p4M,"['Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my video courses (that are based on project based effective and intuitive learning)', 'Please try to create video for resume parsing using NER like you said in this video ,I am eagerly wait for that', 'Respected Dhaval Sir ,I have completed all the videos of your nlp playlist but You are slow in creating new videos. pls upload the remaining  videos as soon as possible so that I can complete my NLP before my placement drive. \nI again request you to complete by July 2022.\nI prefer your videos becouze clear , simple, point to point and also very important thing i.e, exercise. and last end to end project.\nHope you will take it seriously.   \nthanks a lot', 'sir can you please tell me how to merge tokens and add it into nlp pipeline. Sir please help me.', ""Hey! Thanks for your work!\nIn the first video, you said about we'll be doing end-to-end projects. Are those videos yet to be uploaded??\nThanks in advance"", 'Cool as always Bro', 'bro will you make nlp  playlist in hindi or not?', 'Sir eagerly waiting for the resume parser project.', 'Continuing the series and extending this NER topic a bit. Can you please create a custom NER using spacy v3 comprising relatively larger dataset which comprises of multiple entities!CUSTOM NER is the hot topic now !', ""Dhaval, one of the interviewer asked me to perform  NER on a big tabular data few weeks back.. she told me to not to use spacy..\nBasically she wanted me to use Neural Nets to build a model.. the file format was so weird.. so, i couldn't work on it at all..  Can you please walk us through similar kind of problem.. it would be a great learning experience for us..""]"
ltOAU5qu9sc,"['Do you me to teach you data analytics in PowerBI ? Here is my course that can make you job ready: https://codebasics.io/courses/power-bi-data-analysis-with-end-to-end-project?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube', 'Sir please start a mini flask and javascript series just to me us more adept in deploying Models. A precise succinct and to the point series of both flask and javascript will be very effective for beginners', 'This is why I subscribed. Best data channel on youtube', 'To get the powerBi add-in is it neccessary to have power point subscriptions ??\nCoz i am not able to connect it with my PowerBi Dashboard.', ""Why can't I find 'Python 3 Programming Tutorial' playlist in this channel but the videos show up randomly on search."", ""Now I'm interested in PBI"", 'Amazing . Very short and crisp video. Thank you', 'Is Power BI free?', 'Microsoft se mac ka version to nikal nahi raha, I am telling you google data studio would win because why need ppt when you already have dashboards!', ""data lies when it's static""]"
P3RoteuI87Q,"['Do you want to learn technology from me? Check https://codebasics.io/?utm_source=pin-comment&utm_medium=yt&utm_campaign=pin-comment&utm_id=youtube for my affordable video courses.', 'I earn 9000per month  but I can afford you course sir   , lot of thanks for make you affordable course', 'Hi,\nI want to opt for next course ..please let me know when you are going to have new start', 'Sir can I apply for scholarship till end of July?', 'Sir kya excel learn krna lazmi hy for your data analyst course . Plz replay', 'Sir I am a mechanical engineer working exp of 14 years in core domain field. I want to switch my career in Business Analytics. I want to pursue MBA in Business Analytics without leaving my current job. Can you please suggest suitable institutions?', 'dhaval sir please launch a similiar course on SQL, covering real time scenario, questions asked in big tech companies in detail. Thanks in advance......', 'Analytics with nag this guy is great', ""I am comfortable with that amount as I already bought this course and till now  I am enjoying this course, let's see what so far but thanks to you, sir for this great content."", ""Hi Dhaval,\nThis is Aman ,i have completed the sales_insight and posted on linkedIn and also I Tag You , pls have a look and can't wait anymore to enroll in the course so provide me the discount code""]"
cElCnuA40os,"['Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.', 'This course is initially available at 800/- rs. ??', 'Will it cover PL300 content of microsoft exam', 'Hi sir\nI am form sales background  now I want to switch to another field and have just learned  Power BI desktop , but i dont have knowledge of SQL. Does SQL need to get job?', 'But sir ,all say for data analytics one should have python,statistics,sql and BI tool skill.I am learning sql and python .having Power BI and sql knowlege can land  me my first data analyst job??', ""I'm currently studying deep learning from you and gaining interest in that.\nShould I buy this course?"", 'In how many days I can complete this course?', 'Too much lectures in the beginning', 'Sir I am looking for a complete solution of a question in which only have to use power bi + excel. Where can I send you the question and dataset ????', 'Hello Sir,\nBring only Power BI Projects Course or videos, Real Life Projects like the AtilQ Sales Analysis.']"
GUZwFRs9f5c,"['Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.', 'Great', 'Gurujii Canada me data science ki job kese le', 'Do I need to learn machine learning to be a data analyst ?', 'Gonna start learning.\nHave a nice day☀', 'Hi sir.iam dr suchi from hyderabad and planning a careeer shift to ds so tht i can shift my family to canada.please help me to start my DS study journey..plzzzzzzzzz....how to contact you.🙏', ""I can attest to the quality of codebasics' videos. He has some of the best content for learning data analysis. Easy to comprehend, well curated, and focused. Also, it is very clear this man knows his stuff. Sometimes I watch a video and I feel as though the person doesn't have deep knowledge, and is just making a video. Codebasics is very clearly an outlined professional with real world skills."", ""Thank you brother. Yes, I have followed the Pandas playlist. It's easy to follow. 👍🏻"", 'Dear sir love from Himachal Pradesh... You are the heart ❤ of our Data Science🔬 community👥👥👥. I like your all tutorial👨\u200d🏫📓 very much... Thanks ❤🙏 by heart❤💕💖 for the all stuffs that you have shared with us 🙏', 'Sir please help me.  I am 37 and I want to become data analyst. I am graduate in commerce stream. I am businessman. Should I start working on data analyst or not']"
poHVmxGpvW8,"['Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.', 'Thanks for this video. I’m halfway towards a data science degree and I could use this info.', 'Sir one question If I am doing data science  , how many hours coding?', 'I am so bad at maths can learn data science plz reply', ""Subscribed. I'm interested in your channel."", 'I think health and wellness industry will grow after this metaverse boom.', 'sir can you make more videos on algorithms and add them in your dsa playlist', ""Hello Sir. I'm a Chartered Accountant from India and not having very much interest in routine CA work. So I'm thinking to acquire some IT skills that would help me ahead.\nWill it be a correct move to start learning to code or some other stuff in IT?\nPls guide"", ""Sir what's your opinion on I neuron data analytics course??"", 'Do you want to learn technology from me? codebasics.io is my website for video courses. First course going live in the last week of May, 2022']"
gdHWoQWZGkk,"['Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.', 'Exercise Solution :\nExtract all NOUN tokens\n\ncount=doc.count_by(spacy.attrs.POS)\r\nfor k,v in count.items():\r\n    if(doc.vocab[k].text==""NOUN""):\r\n        print(doc.vocab[k].text,""|"",v)\n\nExtract all numbers (NUM POS type) in a python list\n\ncount=doc.count_by(spacy.attrs.POS)\r\nfor k,v in count.items():\r\n    if(doc.vocab[k].text==""NUM""):\r\n        print(doc.vocab[k].text,""|"",v)\n\nPrint a count of all POS tags in this story\n\ntotal=0\r\nfor k,v in count.items():\r\n    total=total+v\r\nprint(total)', 'Sir can I use nltk for pos', 'I think you directly upload the solution of exercise. I am not able to findout the exercise example. Can you please help me in that? Thank you!', ""We can't find any proper explanation for EDA on YouTube, it will be very helpful if u do explain it....... looking forward for your great teaching"", 'Exercise Completed without your Solution. Thanks :-)', 'Wish I found your channel early', 'I\'m in no way affiliated with codebasics but wanted to say that if you all appreciate the content you can click on the ""thanks"" button underneath the video and send even a small amount as a thank you. Online courses for the all the topics covered on this channel add up and I rarely see any advertisements on this channel. Dhaval has probably spent thousands of hours producing exceptional content, lets show our appreciation the best way we can! If you can\'t afford to donate today just be sure to subscribe, click the like button on the videos, and always add a comment because these interactions will be helpful for the channel.', 'hello sir can you show how to apply all these techniques on a csv file that contains text.', 'Was that diet you followed, given by Dr. Bishwaroop Roy Chowdhury?']"
slQDeuWiD7U,"['Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.', 'Good', 'I am a civil engineer of 2013 batch after completing by btech I was doing my own business but after covid I am suffering huge loss in my business so I want to something else can I start preparing to get data analytics job as someone suggested this to me ?', 'Thanks, very insightful', 'Do you want to learn technology from me? codebasics.io is my website for video courses. First course going live in the last week of May, 2022', 'Sir last 1year EGO my pc hacked .gujd ransomwer  please huw to get back my data 🙏 help mee please', 'Sir I want to do research in Machine learning and want to join R&D in industry.Sir what should be my job title in my resume ?', '*Clustering & Dimensionality Reduction*, please make real-word use-case tutorials on these topics', 'Hello sir plz make a video on getting a job for data analyst , did month ago cound find one feel disappointed', ""I have 5 years of experience in my mechanical engineering field as a production planning and design engineer, now I want a master's degree in data in Canada. It's going for my data after data master's in data science I will get a job or not according to your experience?""]"
RjSgdRjmlSA,"['Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.', 'Noted', 'Do you want to learn technology from me? codebasics.io is my website for video courses. First course going live in the last week of May, 2022', 'ms in EMIMS  btech ece student   wheather it is good  r not plse suggest', 'Pls make SQL playlist sir🙏', 'Hi brother. Thank you for sharing. What is the best way to connect with you re: guidance and help studying data analytics. Emailed you a couple weeks ago as well.', ""I can't find a list down below"", 'Thanku sir', 'Please make video on what technology is must before going as software engineer.', 'I am rigorously following your channel. I feel much confident. I just started. Now i feel i can do it. Thanks a lot🙏']"
