video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
8ZI55Inh1_A,codebasics,Introduction | Mathematics and statistics for data science and machine learning,"Mathematics and statistics for data science and machine learning: I am thrilled to announce that with this video I am starting a new series called mathematics and statistics for data science and machine learning. Math and stats as a field are very vast and whenever someone starts studying data science or machine learning the confusion is ""how much math or statistics should I learn?"" In this playlist I will cover only essential topics that can help you in your data science or ML journey.

Math/Stats for Data science, ML playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uuKaU2nBDwr6zrSOTzNCs0l
Math/Stats for Data science, ML playlist Hindi:https://www.youtube.com/playlist?list=PLPbgcxheSpE3Aba8g3hVxl0gcocgQpLoA

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'math for data science', 'statistics for data science', 'statistics for machine learning and data science', 'mathematics for data science', 'mathematics and statistics for data science', 'mathematics for machine learning and data science', 'maths for data science', 'statistics for machine learning', 'data science mathematics', 'maths for data science and machine learning', 'role of maths in data science', 'data science mathematics for begineers', 'how to learn math for data science']",2021-04-18T15:30:24Z,134765,3392,,309,PT2M7S,hd,true
KzQQCtgzQbw,codebasics,"What is logarithm? | Math, Statistics for data science, machine learning","What is log or logarithms? How log is used in data science and machine learning? In this video we will cover the whole point about log functions and how they are used in data science and machine learning. We will go over these topics

⭐️ Timestamps ⭐️
00:00 What exactly is log function?
02:33 Use of logarithms in real life
04:35 Use of logarithms in data science and machine learning

Code: https://github.com/codebasics/math-for-machine-learning/blob/main/1_log/logarithm_in_data_analysis.ipynb
CSV file can be downloaded here: https://github.com/codebasics/math-for-machine-learning/tree/main/1_log

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Math/Stats for Data science, ML playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uuKaU2nBDwr6zrSOTzNCs0l
Math/Stats for Data science, ML playlist Hindi:https://www.youtube.com/playlist?list=PLPbgcxheSpE3Aba8g3hVxl0gcocgQpLoA

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'what is logarithm used for', 'what is logarithm in english', 'logarithm in machine learning', 'math for data science', 'statistics for machine learning and data science', 'logs in data science', 'logarithm in data analysis', 'log for data science', 'logarithm in data science', 'logarithms in data science', 'logarithms for machine learning', 'logarithms', 'logarithms tutorial', 'logarithms explained', 'logarithmic functions', 'what is a logarithm', 'logarithm']",2021-04-18T15:30:13Z,61431,1949,,175,PT7M52S,hd,true
Fsqga8GeO2g,codebasics,LIVE: Data Science Q&A,"We have a special guest for this session, Aditi Khullar. She is a data scientist in Two Sigma Investments (New York). She has given talks and workshop in PyData conference. She also completed her data science masters from USA so we will be able to answer questions related to data science career guidance, technical questions or queries related to data science masters in USA.

Aditi's social media profiles if you want to connect with her,
https://www.linkedin.com/in/aditikhullar
https://twitter.com/aditikhullar?lang=en
https://www.instagram.com/khullarful/?hl=en

Fast AI NLP course : 
https://www.fast.ai/2019/07/08/fastai-nlp/

Twitter handle of an NLP expert: 
https://twitter.com/omarsar0?s=21

Aditi's PyData talk on “Introduction to Language modeling” :
https://youtu.be/mNLgk2lZGUQ

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'data science q&a', 'nlp data science q&a', 'nlp data science', 'nlp live questions', 'natural language processing', 'natural language understanding', 'data science', 'data science for beginners', 'data science interview questions', 'data science interview questions and answers', 'data science interview', 'data scientist interview', 'data scientist interview questions']",2021-04-17T16:14:38Z,11781,396,,27,PT1H8M40S,hd,true
7sFRpbPKTG4,codebasics,Business Analyst VS Data Analyst,"What is the difference between a business analyst and a data analyst? In this short video I will explain the difference between the two roles using a simple business scenario. We will go over difference between these two roles and the skillset.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['business analyst', 'business analyst or data analyst', 'business analyst vs data analyst', 'business analyst vs data analyst which is better', 'what is better business analyst vs data analyst', 'what does a data analyst do', 'data analyst vs business analyst', 'business analytics vs data analytics', 'business analytics', 'data analytics vs business analytics', 'business analyst and data analyst difference', 'data analyst', 'difference between business analyst and data analyst', 'statistics for data science']",2021-04-15T15:00:16Z,78653,2393,,140,PT2M38S,hd,true
x101rSKpESk,codebasics,What is Edge AI? | What is edge computing?,"In this video, we will understand what is edge AI

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['edge ai', 'iot', 'edge computing', 'nvidia gtc 2021', 'ai', 'data center', 'what is edge computing', 'edge computing explained', 'what is edge ai', 'gtc2021', 'edge ai computing', 'edge ai in machine learning', 'edge ai in ml', 'introduction of edge ai', 'introduction edge ai', 'intro to edge ai', 'iot tutorial', 'iot projects', 'internet of things', 'what is edge computing?', 'edge ai in iot', 'edge ai in internet of things', 'edge ai in deep learning']",2021-04-13T15:00:13Z,8675,302,,26,PT2M53S,hd,true
5TRr2oWeSw0,codebasics,FIRST LOOK: NVIDIA DGX Station A100 Unboxing,"Unboxing NVIDIA DGX Station A100 that was announced at GTC 2021. We will go over unboxing, tech specification etc in this video.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

#GTC21

DGX station: https://www.nvidia.com/en-us/data-center/dgx-station-a100/

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'nvidia dgx station a100', 'nvidia dgx a100', 'nvidia', 'nvidia dgx station', 'nvidia gtc 2021', 'nvidia gtc station 2021', 'gtc 2021', 'gpu', 'super computing', 'nvidia a100', 'nvidia tesla a100', 'dgx a100', 'nvidia a100 gaming', 'nvidia dgx', 'dgx station a100', 'nvidia a100 80gb', 'a100 nvidia', 'nvidia tesla a100 gaming', 'dgx station', 'nvidia a100 test', 'dgx a100 unboxing', 'gpu a100 nvidia', 'nvidia dgx station a100 unboxing']",2021-04-12T17:00:16Z,35308,667,,89,PT5M19S,hd,true
C07T45z-iWs,codebasics,LIVE Data Analyst Q&A Ft. Alex The Analyst,"LIVE Q&A: Ask any question related to data analyst career. I have Alex Freberg with me and we both will be answering your questions. Alex is an experienced senior data analyst and he also runs a youtube channel (link below) where he provides data analyst career guidance.

Alex The Analyst youtube channel: https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg

Google data analytics course review: https://www.youtube.com/watch?v=wnapnTAMj68

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'codebase', 'alex the analyst', 'data analyst', 'data analyst career', 'data analyst live interview', 'data analyst career path', 'data analyst job', 'data analytics', 'google data analyst course', 'data analyst course']",2021-04-10T16:11:51Z,9688,424,,29,PT1H4M45S,hd,false
FMs09SG4ePU,codebasics,Why bitcoin price is going up? | Why crypto going up?,"Why bitcoin price is going up? In this video I will give my 2 cents on this topic. If you don't know what is bitcoin and how it works check below videos, it will give you very intuitive understanding of how cryptocurrencies work.

What is bitcoin? Easy explanation: https://www.youtube.com/watch?v=qHlpvKjA-lk
Bitcoin mining in 15 lines of python code: https://www.youtube.com/watch?v=ZhnJ1bkIWWk
Crypto Playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3utQi68NPvRgdl-6y9fJmUfh

#bitcoin #cryptocurrencies 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.skillbasics.com/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'why bitcoin going up', 'why bitcoin is the future', 'why bitcoin will succeed', 'why bitcoin is better than gold', 'why bitcoin price going up and down', 'bitcoin trading', 'crypto', 'why bitcoin', 'why is bitcoin valuable', 'why bitcoin is going up', 'why bitcoin price increase', 'why bitcoin is so expensive', 'why bitcoin price going up', 'why is bitcoin going up', 'when bitcoin price will go up', 'why is bitcoin going up today', 'crypto going up', 'bitcoin going up', 'bitcoin price']",2021-04-09T15:00:14Z,4336,155,,35,PT6M52S,hd,true
m684QWvVDTA,codebasics,"PHD in machine learning or data science, is it worth?","In this video, we will discuss if doing PHD in data science or machine learning is worth.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'phd in machine learning', 'phd in data science', 'phd data science', 'machine learning phd advice', 'data science phd advice', 'phd in machine learning is worth', 'phd in data science is worth', 'data science phd', 'ml phd advice', 'machine learning phd', 'phd machine learning', 'phd in ds', 'phd in ml', 'ml phd', 'ds phd', 'phd advice', 'phd in artificial intelligence', 'phd in ai']",2021-04-08T14:30:04Z,18531,458,,60,PT2M38S,hd,true
QAsZgzLPaWU,codebasics,How bitcoin miners collect their reward? | How miners send mining reward in their digital wallet?,"In this video I will explain how exactly bitcoin miners get mining reward in their digital wallet. Bitcoin mining is a process of guessing game to come up with a valid hash. Once you have produced a valid hash you are entitled for mining reward (i.e. 6.25 BTC as of April, 2021). I will explain a process by which miners get this reward in their digital wallet. What below two videos as a pre-requisite.

Bitcoin mining in 15 lines of python code: https://www.youtube.com/watch?v=ZhnJ1bkIWWk
What is bitcoin? Easy explanation: https://www.youtube.com/watch?v=qHlpvKjA-lk
Crypto Playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3utQi68NPvRgdl-6y9fJmUfh

#bitcoin #cryptocurrencies 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'bitcoin mining reward', 'bitcoin mining explained', 'bitcoin mining', 'bitcoin mining for beginners', 'how do bitcoin miners make money', 'cryptocurrency for beginners', 'bitcoin tutorial for beginners', 'cryptocurrency tutorial', 'crypto tutorial', 'bitcoin mining method', 'bitcoin mining python', 'who pays the bitcoin mining reward', 'bitcoin miner codes', 'bitcoin miner crate', 'blockchain in python']",2021-04-05T17:25:29Z,26046,611,,171,PT9M9S,hd,true
hQwFeIupNP0,codebasics,"What is Word2Vec? A Simple Explanation | Deep Learning Tutorial 41 (Tensorflow, Keras & Python)","A very simple explanation of word2vec. This video gives an intuitive understanding of how word2vec algorithm works and how it can generate accurate word embeddings for words such that you can do math with words (a famous example is king - man + woman = queen)

Part 2 (Coding): https://youtu.be/Q2NtCcqmIww
Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖Hashtags🔖

#word2vecexplained #word2vec #nlpword2vec #nlpword2vectutorial #word2vecdeeplearning #word2vecpython #wordembeddings #wordembedding #pythonword2vec #deeplearning  #word2vec #deeplearningtensorflow #deeplearningWord2Vec

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['word2vec explained', 'word2vec', 'nlp word2vec', 'nlp word2vec tutorial', 'word2vec deep learning', 'word2vec python', 'word embeddings', 'word embedding', 'python word2vec', 'word embedding python', 'word2vec model', 'tensorflow word2vec', 'word2vec tensorflow', 'word2vec embeddings', 'word2vec keras', 'keras word2vec', 'word embedding effect', 'word2vec nlp', 'deep learning word2vec', 'word2vecs impleexplanation', 'word2vecs tensorflow', 'word2vec simple explanation', 'what is word2vec', 'word2vecs data science']",2021-04-04T14:30:15Z,49103,1436,,66,PT18M28S,hd,true
1KnNhd5TE7o,codebasics,LIVE Data Science and Programming Q&A: Ft. Bhavesh Bhatt,"Ask me and Bhavesh Bhatt any questions related to data science or programming. Bhavesh Bhatt is a data scientist from fractal analytics and also runs a youtube channel: https://www.youtube.com/channel/UC8ofcOdHNINiPrBA9D59Vaw

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'data science', 'data science expert talk', 'data science expert', 'bhavesh bhatt', 'codebasics']",2021-04-03T16:21:10Z,4692,190,,12,PT1H14M26S,hd,false
n9Jelsno0TA,codebasics,He completed his data science masters in USA for FREE!,"Kushal shah is a petroleum engineer turned data scientist who finished his data science masters in USA for free. Not only he covered all his education and living cost, he ended up with some savings. In this video he will mention tips and tricks one can use to cover up all education costs. He will also discuss how he got interested in data science coming from petroleum engineering background. 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Kushal's linkedin profile: https://www.linkedin.com/in/kushalds17/

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['data science masters in usa', 'free masters in USA', 'usa data science masters', 'data science in usa', 'ms in data science in usa', 'ms in data science in usa free', 'masters in data science usa', 'masters in data science usa 2021', 'ms in data science in usa fees', 'data science universities in usa', 'data science course in usa', 'ms in data science in us', 'science masters in usa for free', 'free ms in us', 'free masters in usa', 'ms in usa for free', 'masters in usa for free', 'scholarships for masters']",2021-04-01T15:30:13Z,29226,629,,21,PT40M37S,hd,true
dWwTWXVxnbw,codebasics,Join with me to attend FREE AI Conference NVIDIA GTC: April 12 to 16,"NVIDIA GPU Technology Conference is FREE this year. There will be many data science, AI related sessions and I am going to attend some of these sessions myself. Other than seminars there will be instructor led hands on workshop (this will not be free and you need to pay), one to one sessions or one to group sessions with experts, dinner networking opportunities with other GPU attendees etc. 

Register free for the conference here: https://www.nvidia.com/en-us/gtc/?ncid=ref-crea-948189

There is a *GIVEAWAY* at the end of this video. The winners will get access to NVIDIA self paced deep learning training here: https://www.nvidia.com/en-us/training/

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'nvidia gtc']",2021-03-27T14:00:13Z,4435,175,,190,PT9M48S,hd,true
F1ZnbUjrSbU,codebasics,LIVE Q&A: Data science transition from non technical background,"This live stream is to provide career guidance to those who wants to transition to data science or programming career from non technical background. We will have Arihant Jain with us who himself transitioned from mechanical engineering background and now he is working as a lead data scientist.

Arihant's linkedin: https://www.linkedin.com/in/arihantjain15/

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.",['yt:cc=on'],2021-03-26T17:43:29Z,5200,174,,8,PT1H8M5S,hd,false
Fuw0wv3X-0o,codebasics,"Word embedding using keras embedding layer | Deep Learning Tutorial 40 (Tensorflow, Keras & Python)","In this video we will discuss how exactly word embeddings are computed. There are two techniques for this (1) supervised learning (2) self supervised learning techniques such as word2vec, glove. In this tutorial we will look at the first technique of supervised learning. We will also write code for food review classification and see how word embeddings are calculated while solving that problem

Code: https://github.com/codebasics/deep-learning-keras-tf-tutorial/blob/master/22_word_embedding/supervised_word_embeddings.ipynb

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🔖 Hashtags 🔖
#WordEmbeddingUsingKeras #WordEmbedding #EmbeddingLayerKeras #WordEmbeddingdeeplearning #WordembeddingswithKeras #wordembeddinginpython #wordembeddingpython #wordembeddingtensorflow

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'keras embedding layer', 'word embedding tutorial', 'word embedding using keras embedding', 'word embedding', 'word embedding deep learning', 'embedding layers', 'what are embedding layers in keras', 'embedding layers in keras', 'word embedding using keras', 'word embedding keras tutorial', 'implementing word embedding', 'embedding layer keras', 'embedding as a layer', 'word embedding tensorflow', 'word embedding keras', 'keras word embeddings', 'keras word embedding', 'word embedding in python']",2021-03-24T14:30:01Z,29947,716,,41,PT21M35S,hd,true
qHlpvKjA-lk,codebasics,What is Bitcoin | How does bitcoin work | Easy Explanation of Bitcoin | Explain Bitcoin as If I am 5,"Easy explanation of bitcoin that even a HIGH SCHOOL STUDENT CAN UNDERSTAND IT EASILY. This video uses analogy and story telling to explain bitcoin and how exactly it works. We first go over the whole idea behind virtual or digital currencies and then cover how exactly the bitcoin protocol works. We do this using analogy and story telling such that a normal person without much background in math/cryptography/computer science can understand it easily.

What is Bitcoin in Hindi: https://youtu.be/C197lLy7XY0
Bitcoin mining with 15 lines of python code: https://www.youtube.com/watch?v=ZhnJ1bkIWWk
Public key encryption video: https://www.youtube.com/watch?v=AQDCe585Lnc
3b1b (3 blue 1 brown) how bitcoin works?: https://www.youtube.com/watch?v=bBC-nXj3Ng4
Anders Brownworth's awesome video on blockchain: https://www.youtube.com/watch?v=_160oMzblY8

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

#bitcoin #howdoesbitcoinwork #whatisbitcoin 

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'how does bitcoin work', 'what is bitcoin', 'what is bitcoin and how does it work', 'what is bitcoin mining and how does it work', 'bitcoin explained', 'bitcoin', 'cryptocurrency for beginners', 'cryptocurrency explained', 'cryptocurrency documentary', 'bitcoin for beginners', 'bitcoin for beginners step by step', 'what is bitcoin mining', 'easy explanation of bitcoin', 'cryptocurrency', 'bitcoin basics', 'what is cryptocurrency']",2021-03-20T14:30:11Z,27656,713,,93,PT25M31S,hd,true
pXuTupqq0xg,codebasics,How can you start learning data science from your school days?,"Are you in a high school and already dreaming about making a career in data science? In this video I will discuss some tips that you can start practicing while in school itself.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

#datascience  #codebasics #learndatascience #learn #school 

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['learn data science in school', 'data science for beginners', 'data science for non technical', 'data science for non programmers', 'how to switch career to data science', 'how to learn data science in school', 'data science for students', 'data science in study', 'data science in school time', 'how to learn data science in school time', 'data science in education', 'data science in school']",2021-03-19T14:30:13Z,5048,137,,57,PT6M21S,hd,true
