video_id,comments
aipz4p7GDL4,"[""Thanks for watching everyone! Be sure to check out Luke's channel for high quality data analyst content and more awesome skits like this! https://www.youtube.com/c/LukeBarousse/featured"", 'So hilarious you have pictures of other data scientists on your desk))', ""There's a Tinaa and ken photo, In the luke's desk. I think they are somehow related, I'll keep researching on it."", ""So accurate!!!!!!,  we just switch from Kanban to scrum , and we too have been struggling with time constraints and we've turned everything to stories !"", 'Stick with the data science ... leave the humor to those who are actually funny.  Man that was cringy to watch ... smh!', 'Haha.  Well done, guys!', 'This is one of the best written videos I’ve seen in a long time.', 'The photo of Alex The Analyst at 1:55 cracked me up! 😂😂', 'Tina and Data professor pictures 😂😂😂', 'This was gold!! 😂\n\n#PapayaMasterKen']"
iPdO9MwdcLE,"['Thanks for watching everyone! I hope you have a better understanding of what it is like to be a professional data scientist! Sign up or learn more about SharpestMinds here: https://www.sharpestminds.com?r=ken-jee . Again, SharpestMinds is a data science mentorship marketplace that only gets paid when you land a job!', 'not all decisions are mad with logic. this hits really hard the long you work in any field :)', 'btw the link in the bio isnt including your ref=kenjee, might want to change that so you get a comission', 'im an etl developer who does machine learning. literally spend most of my time scrubbing/cleaning/transforming data. derp', ""I just came across your data science course on Skill up by simpililearn, I'll like to know, if I move on with this course, will it give me all the skills required as a data scientists? Or what are your recommendations"", ""Ahhhh i'm in high school and really interested in data science and plan on majoring in it.. i just am a bit chary on the math involved because I'm unsure on how much and why math is involved in the first place. It isn't my best subject but i hope that doesn't stop me from one day becoming a data scientist."", ""To help others out and save money I'd recommend do NOT go to college, get a few data related certificates. Start off as a entry level data analyst and while working utilize Udemy and YT on data science info. \n\nAfter approximately 3-5 years as a data analyst apply to a data science job. Boom! Just saved you money. Any further details needed, just let me know.\n\nAlso, Google is your best friend. Learn how to use it being in the data world."", 'Thank you for posting this video. This past year I migrated to a new work role and am listed by my employer as a data scientist.  This video confirmed my understanding and also cleared up confusion as many people, my employer, and consumers of our products have different views of a data science work role.', 'One of the best reveals I’ve seen about data science. My question now is if it’s better to be a product manager or project manager? Autonomy and authority are some of the most important job factors for me. Are the product and project managers literally managers to data scientists and software engineers?', '11:02 ""sometimes kevin doesnt want to use the stupid dashboard that you built and spent 7 weeks on because he doesn\'t like the color scheme and he wants to use pie charts all over the place""..... Had me DYING 💀 I had to pause it. I played this clip for my husband *not a data scientist* and he laughed because THAT is me while I\'m working from home.']"
YPph59-rTxA,"['I hope you all will join me on this project! Link to the data: https://www.kaggle.com/kenjee/ken-jee-youtube-data\nThis could be a great one to engage with on your #66daysofdata journey!', 'I’m new but I’ll give it a try over summer, college finishes in 3 weeks 🤝', 'Will perform some data analysis.  Thanks for it.', ""Ken,\n\nThanks for inspiring me to follow my passions through your content. I was working as a financial advisor and hated my life and you gave me the confidence i needed to make the leap and study data science. I'm almost done with my first project and owe a lot of my confidence to you. Keep it up!"", 'No I think not :pepe_hands:', 'How long do we have?', 'This is such a wonderful iniative! Looking forward to tinkering around with the data you have shared!', 'HI Ken! How about a video on how did you extract and arrange this data?', 'The keyword ""Papaya"" spikes view counts', ""Uni exams but I'm so excited about this!""]"
-2U2CMYom00,"['Wanted to add one additional thank you to everyone viewing or engaging with my content. So happy I could give back in any way possible!', '""Once you get to know him"" wow', 'I learn a lot abt data science through your videos thank u', 'YAY I get a shoutout :O Also do I get credit for lurking LOL', 'That hair cut looks great on you mate!', 'Wow ♥️ Nice work Ken Jee ♥️', ""Congratulations to all the winners🎉🎊  and thank you for the wishes ❤\n\nKen, I would like to like to say huge thanks to you for everything you have done for me till now. Honestly, you are like a catalyst for me to learn data science. At the start of 2021, I was just exploring things about data science and I came across your channel. Your content really helped me to move in a proper direction which is essential for me. The #66daysofdata is an amazing challenge that made me consistent to learn things. \r\n\r\n12 months of journey taught me many things and now I got a huge surprise from you which I can never forget and I will always be thankful and grateful to you. I really don't have words to express my happiness."", 'Good work Ken! And congrats to all the winners:)', 'Congratulations to all the winners! I love the way how you make your subscribers engaged with great contents and the appreciate them with prizes.', ""OMG This is such an amazing idea why haven't other channels tried this!!!!""]"
KEeUR8UDy-s,"['Thanks for watching everyone! Do you like data science related stories like this? Let me know other ones you would like me to deep dive into in the comments below!', ""one very important aspect that he acknowledges at the outset is that Happy Valley is a 'closed system' , meaning horses arrive on the island and stayed for the whole season (which was not that long, and they did not have races every night).  This certainly would have allowed him to better establish an accurate hierarchy (ie horse A has placed higher than horse B every time)  compared to the typical scenario of horses coming in, racing, and then off to another track (as happens in the US and UK).  Regarding suitability to today, you forget that the UK has Exchanges which operate differently than the Tote system Benter had to bet under.  The HK Jockey Club took out 18% off the top, and Benter still overcame that 'hole' and walked away a rich man.  The UK exchanges take out 1% plus a commission of 3-5% depending on who you bet with.  A much shallower hole to deal with."", 'Thanks Ken, very good video', 'The entry to Machine Learning and sports betting can be steep if you are not a coder, here is an easier way to gain an ML approach to sports betting https://youtu.be/PzdcwGLDifk', 'great content!\n\nsaudações from brazil o/', ""This is awesome. Honestly, I've always wanted to try sports betting lol (but to anyone reading, I didn't say that :P)"", 'Ken, have you ever attended the Sloan Analytics Conference in Boston?  A professional bettor that appeared on  the “Betting With an Edge.” Podcast and YouTube channel mentioned it.  He indicated it was a conference for the analytics folks from the American pro sports leagues.', ""I'm sorry and I don't mean to be rude or distract from your message because I truly respect and admire what do. But I've been a follower of yours for a while now, and I think you're really hot. ❤"", 'A quick note on Correlated/Colinear Features. These can be a huge pain for applications such as Sports Betting, where we are weighing certain factors relative to other factors. Concepts such as introducing dropout, random noise, and using clustering to engineer/select features might be helpful. Doing that would reduce the costs of running a model, improving ROIs even if drops absolute performance', 'Thanks Ken, this is superb story to share it my brother to introduce him to applications of ML in real world before data chaos']"
0jTtHYie3CU,"[""Thanks for watching everyone! New web 3 project is going to be an analysis of some web 3 data! What type of web 3 data would you be interested in seeing us analyze? Also, I apologize for the audio poorer audio quality on this one. Using a new camera and I guess I didn't tune it right!"", 'As a first time investor in crypto I started trading with Mr Potterst0cks with just a thousand bucks.  my portfolio is worth much more that now within just weeks of trading with him I really appreciate you', '0:55 hosting a website on a server had a lot of overhead ; 2.0 is about platforms hosting pages and content for customers \nWeb 3 — Return to decentralized 1.0 without overhead', 'Bother your noice in not so clear', 'Tbh, web 3 is not very exciting, the most exciting thing is how you can earn money via cryptocurrency, NFT, etc.', 'I have always been lazy to check out the world behind web3.', ""Hello Ken, do you think it's possible to become a data scientist without university? And what would you suggest to improve my math/stats knowledge? Maybe something even recognized around? I'm a full stack java/js developer right now trying to move to data science (i've learn python, sql, etc) but i see strict requirements around, even for ultra junior positions. Thanks"", 'Interesting! Will check the post to know more.\nIt\'s always so nice and refreshing to see a nonbiased and critical video on web3.\nAnother trendy word right now is the ""Metaverse"", would love to hear your thoughts on that.\nThank you!', 'Hey Ken! Great introductory video! Thanks :) i have been doing small projects involving blockchain. For example, I scrape blockchain data but i do it using beautifulsoup and selenium. There are APIs but most are not well documented and are not free. When you said “new tools” to work with blockchain data, what do you mean? Also, if you are looking for projects, i would love to brainstorm with you and come up with ideas. I am already working on one and would be great to discuss it with you :)', 'Hey Ken! I would love to hear opinion from you regarding your graduate program at DePaul. Do you think it is a good program for someone without formal CS background? I studied Quantitative Economics as undergrad without programming experience, except statistical programs like eViews, Stata and SPSS. I am currently doing internship at Fortune 200 company as Data Analyst where I will craft my Data Modelling, Analysis and Visualization skills using ( Power) Excel, PowerBI, SQL, Python Spark, matplotlib, pandas etc.']"
2RWwN5ZT4tA,"['Hey, as long as they pay me in experience 💪', ""Why aren't u posting bro💀☠️"", ""I'll take it"", 'Tell me this position is bad while repeatedly beating it into my soul this position is bad.', 'Hey Can you suggest me some beginner python ml ds related projects for college project for college..\nAnd also if you suggest any specific course or video on guide of how should i approach learning ds', 'Bro you recently suggest me a NLP(beginner) related video. And it was great I got lot from it... Would u plzz suggest me some more but must have a professional level NLP (project type or tutorial will also do the job) video. \nThanks again ❤️🙌😃😘🙂', 'No', 'Even with all these ""strange"" job aspects, I still decided to take the job because of the once-in-a-lifetime opportunity to work with Ken!! 🙌🏼 \n#PapayasIncToTheMoon 🍈🚀 #WeAreGonnaBuildSoManyPapayaDashboardsKen', ""I've had this many times in my field as well. Sad, they think they're doing you a favor"", ""Ah, I see you've met my former employer""]"
rEWPqw6rMGI,"['Thanks for watching everyone! Let me know below if you would be interested in a similar video to this for Deep Learning or Model Evaluation!  👇', 'Hi there. I hope you are having a good day. I just wanted to ask if it is a good option for me to switch my career from finance to data science? \nP.S: I like to do Math and statistics but not that much interested in accounting/finance.', ""I'm dipping my toes into the world of programming and com-sci and I was so confused on what a data scientist actually is but this really helped"", 'what an elite explanation! helped alot', ""I've never seen a video so effectively inform an audience of everything a complete outsider to the topic would need to know without BS and droning on. You made my career path easier and I aspire to be as fluid and effective as you are as a speaker. Thank you!"", 'Great video. I have a question. How possible is it for someone who is in their 40s and never did anything with programming to start this new career? Is it only a young person choice? Thank you.', 'Great video as always Ken. Please do make videos explaining core Data Science concepts.', 'love you bro', 'What are the requirements on getting a degree on data science', 'My god you are the only person in this internet who actually explained what data science is.']"
o-wsyxWbPOw,"['Thanks for watching everyone! Let me know how you feel about this assessment below? Was I overly critical?', ""I'm addicted to this channel... Hello from Brazil"", 'My only complaint might be that they made it too easy and the value of the cert might not be that high.', ""I think with ML I've had to deal with writing testing protocols for evaluating multiple kinds of protocols. That seems to be something that a lot of online courses miss"", 'I agree with everything said in this video! Nice to see new content from you in the new year.', 'Great Video', 'My immediate reaction was ""how do I know 90% of people aren\'t cheating on this"" and that discouraged me from taking it.', 'One friend who’s a principal ML engineer at Kopernikus automotive told me that the best way to show your skills in ML is to have projects, products or contributing to open source.\n\nNo badges or certificates will replace that.', ""I was initially excited by the ML assessment, doubly so when I scored in the top 5%,  but the second that excitement wore off I realized that the assessment was too weak to mean anything. Almost as confirmation of this, a friend of mine who doesn't do Data Science or ML passed it on a whim (he then proceeded to score in the top 5% of 4 or 5 other CS related assessments). Certifications need to be *hard* in order to carry any weight, a lesson many people seem extremely reluctant to learn."", 'LinkedIn clout chaser badges']"
xpIFS6jZbe8,"['(Reminder that all resources I mentioned are linked in the description!)\nThanks for watching everyone! Let me know what your goals for this year are below! Mine Are:\n- Do a project with a  Generative Adversarial Neural Net\n- Enter at least 1 Kaggle Competition \n- Do at least 4 projects and share them on YouTube', ""Hi Ken, kudos for you clearness about how to get started with data science! \nHow about the age to start with? \nDo you think that middle age people (40's) who come frome a very different environment (let's say life sciences for example, with 0 maths or statistics) are capable of begining the journey and landing a data science job without spending many years to be ready to apply for one?"", 'really great video. Im now addicted to his sexy voice', 'really great video. Im now addicted to his sexy voice', ""Ken, I keep coming back to this video, not only for the excellent advice on both the learning path and the learning mindset to have, but to the beautiful scenic drone and Go Pro-type footage. It's such a beautiful tropical place. Where is it?"", 'I am just researching this subject and trying to understand.... What I learned is Data Analytics gradually merges into Data Science the more you incorporate probablity/statistics and math algorithms....   Does that sound accurate?   So get a solid foundation in Data Analytics first . It will be your strong foundational base.', 'Data science is a practice, but there are some concepts you need to learn to just get started. Reminds me of that famous saying "" How do you get to Carnegie Hall? Practice practice Practice.""', 'appreciate it :)\nactually, it mitigate a little bit my anxiety in terms of ""OMG I need to learn ML within very close future, but I\'m under ground zero level""\r\nyeah, so first goal is the ground zero, next 1st flor but in the middle aprox 20 smaller stair steps\r\nbut most important is to DO it in endless itterations :D', 'how much do you earn per project on average ? and how much time does one spend on a project?', 'Does Data science includes machine learning??']"
-zbLpoJVBMI,"[""Thanks for watching everyone! I'd love to hear about your experience with WSL 2 or how you would use it in your workflow! \nIf you want to check it out yourself, you can do so here: https://docs.microsoft.com/en-us/windows/wsl/install"", 'Is WSL 2, or just linux in general, something I should be familiar with before getting my first job as a data scientist?  What resources should I use to learn?', 'Literally hit it on the nail for me. Combining BI tools on Windows and my Data Science work on Linux will be huge for me!', ""I started using WSL since the last 5 months, it's really handy!"", 'Booting process is sometimes very boring... This is a best way 🙌', 'I am a huge fan of WSL2. It make it easier to have one machine to do everything locally.', 'WSL 2 on my Dell Laptop with a Ryzen 5 chip was a huge headache. \nConstant Blue Screens of Death. \nTotal waste of time.', 'Nice', ""I don't know what magic WSL2 uses, but it can consume up to 5.5 gigs of RAM of my 7 avaliable (1 gig is allocated to intergated GPU as VRAM). Can you even imagine launching virtual machine which can consume 80% with 1.5 gigs remained for host system?"", 'gui for wsl\n\nhttps://www.youtube.com/watch?v=IL7Jd9rjgrM']"
scSc6YSanQ0,"['General Ken Jee for the win!', 'Sample selection bias', 'Will really love to see more of this story telling content ...so educative and interesting', ""I feel like these are military secrets and shouldn't be shared 😬"", 'Hi, new subscriber here!. Im from latam. And i decided to learn data science through coursera platform. But i have a doubt, do i need a college degree to get a job as a data scientist? or is enough to have this certifications? (ibm, google, stanford, etc)', 'Loving these knowedge ""bombs"" of how data science is used in real life scenarios!', 'Great 💯', 'Turn up your MIC!!', 'The main difference between now and the America back in the 1940s is that  right now Americas leaders are more resistant to receive empiracal data and evidence, especially if it goes against the current political narrative.', 'This case also put in persceptive what it is called ""the survivor bias"", in this case taking surviving plane first as the basis for reinforcement. And as said in that video, looking at downed planes was better to look where to make them better. \n\nThe survivor bias is unfortunately a wrong argument used to defend wrong positions all the times, especially by guru wanting to sell ""miraculous cure"" and taking their only survivor as an example of why their ""therapy"" ""works"".\n\nIt\'s the same when using super succesfull billionaires as a path to success ... while ignoring the many upon many who fail while using the exact same techniques. ( People rarely want to recognize external influences as a factor in their success especially chance !)']"
FqNpDNmpcEo,"['What do you think, will Zillow be able to turn it around? Let me know in the comment section below! Thanks for watching everyone!', 'Simply put, it turns out people only sold to Zillow when they were offered more than what they could get in the open market…', 'Zillow and most real estate agents will be the LAST to tell you the facts.\n\n""ZESTIMATE"" IS THE BIGGEST AND THE MOST DANGEROUS LIE OF TODAY\'S HOUSING MARKET.\n\nThey will be the last to tell you about the exploding foreclosure numbers...\n\nThey will be the last to tell you about the flood of new inventory coming this summer....\n\nThey will be the last to tell you that at 5% mortgage rate no body is buying for speculation any more.\n\nIf the market is so ROBUST why is ZILLOW NOT BUYING Houses ANY MORE ???', 'It a starting ground for other organizations adopting ML, there should be a check in reality, inflation and others affecting factors could cause a change in actually results even when the ML says otherwise.', ""For such complex estimates, with many shifting variables that an automated model can't so reliably account for, there is going to be some error.  That's fine, and Zillow knew this, but I believe the main issue here is that it wasn't a completely closed system.  So, even if on average their estimate was correct, the seller still had to agree to sell the house.  So, on average, when Zillow made a judgment that someone was underestimating the value of their house, I'd say it was more likely that these were the bad houses with unaccounted for problems and the model was overestimating the value.  These people were much more likely to agree for Zillow to buy their house, while in the case where Zillow's model was underestimating a house's value, the seller would almost always turn down the offer."", ""It seems like this operates on rather poor assumption. However they tuned their model you can guarantee people who sell their houses to Zillow are not going to be representative to the market.\n\nAlso what's mind blowing is they bought a bunch of homes in Texas, which is a non disclosure state meaning no one knows what a house actually sold for. The error bars on that model would be huge."", 'Great case study, would love to hear more of these videos talking about real life scenarios involving models and stuff.', 'Doesn’t sound like much of a flop.. they get to write off a 500 million dollar loss and now hold tons of investment properties.', ""Wow this is so interesting! How crazy the consequences of unsupervised machine learning that went wrong. Great video, Ken! Very well done! I really enjoyed this kind of analysis of real life problems we're facing."", 'Can we say it as a biggest machine learning model failure ? Idea is definitely good. I also think that whenever a big company buy something people expect good amount which may sometimes overestimated... Also fixing old house is more trouble than building new one...']"
vwvdtXMcNzI,"['Would you consider a career in data engineering? Let me know in the comments below! Thanks for watching everyone!\n\nFor anyone wondering... Yes, I did make this entire video just so I could use the zoolander clip at the beginning.', 'Thanks for sharing', 'I wonder what will be the future, will data engineering fade away or boom ?', 'As a data engineer at the largest shipping company in the world, I can tell you this: a data scientist is nothing without a data engineer and a data engineer is nothing without a software engineer. You need the three of them working together.', ""I'd stick to Data Scientist role coz I love to analyze better but I work closely with my Data Engineers to get the right data source for me to analyze further."", 'Thanks Ken.  As a Data Scientist AND Engineer I agree with your video 100%.  Most of my colleagues and myself wear both hats.', 'Any courses u suggest in data engineering?', 'Great content, thanks. i just join a company as a data analyst and going through their general data bootcamp. halfway thru, there is a project and i needed to learn cloud and docker etc. i believe ML-Ops and Dev-Ops are also belonging to data engineering. Could you share more on them? Thanks', 'What programs would you use to be an engineer? I am currently a data analytics grad student using tableau, python, SQL and R.', 'Now I want a pizza']"
